"Country Name","Country Code","Year","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","GINI index (World Bank estimate)","Income share held by fourth 20%","Income share held by highest 10%","Income share held by highest 20%","Income share held by lowest 10%","Income share held by lowest 20%","Income share held by second 20%","Income share held by third 20%","Population living in slums (% of urban population)","Poverty gap at $1.90 a day (2011 PPP) (%)","Poverty gap at $3.20 a day (2011 PPP) (%)","Poverty gap at $5.50 a day (2011 PPP) (%)","Poverty gap at national poverty lines (%)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","Poverty headcount ratio at national poverty lines (% of population)","Rural poverty gap at national poverty lines (%)","Rural poverty headcount ratio at national poverty lines (% of rural population)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)","Survey mean consumption or income per capita, total population (2011 PPP $ per day)","Urban poverty gap at national poverty lines (%)","Urban poverty headcount ratio at national poverty lines (% of urban population)"
"Chad","TCD","2005","0","0","0","0","0","0","0","0","0","0","91.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tunisia","TUN","2005","0","0","37.7","22.1","29.1","44.7","2.5","6.4","11.2","15.6","0","0.6","3.7","13.3","0","3.1","14.2","39.6","23.1","0","0","0","0","0","0"
"Uganda","UGA","2012","0","0","41","20.6","32.9","48.3","2.5","6.4","10.4","14.3","0","10.8","28.2","49.7","5.2","35.9","67.4","87.1","19.7","5.9","22.4","1.39","3.32","2.5","9.6"
"Venezuela, RB","VEN","2002","0","0","50.6","21.7","36.9","54.1","0.4","2.6","8.2","13.5","0","10.3","16.4","28.5","0","18.2","32.9","55.9","41.1","0","0","0","0","0","0"
"Benin","BEN","2014","0","0","0","0","0","0","0","0","0","0","61.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Canada","CAN","2000","0","0","33.3","22.8","25.5","40.6","2.7","7.1","12.5","17","0","0.1","0.2","0.4","0","0.2","0.5","0.7","0","0","0","0","0","0","0"
"East Asia & Pacific","EAS","2005","0","0","0","0","0","0","0","0","0","0","33.1144216496494","4.9","16.2","34.6","0","19.1","45.4","71.7","0","0","0","0","0","0","0"
"Europe & Central Asia","ECS","2005","0","0","0","0","0","0","0","0","0","0","0","1.4","4.2","10.3","0","4.9","11.8","26.5","0","0","0","0","0","0","0"
"Georgia","GEO","2005","0","0","37.3","22.9","27.6","43.6","2.2","6.1","11.2","16.1","0","3.7","11.1","27.1","0","12.1","32.7","64.1","33.2","0","0","0","0","0","0"
"Greece","GRC","2007","0","0","34","22.6","26","41.1","2.6","7","12.3","17","0","0.4","0.5","0.7","0","0.5","0.7","1.7","0","0","0","0","0","0","0"
"Hungary","HUN","2013","0","0","31.5","22.7","24.4","39.3","2.9","7.6","13","17.4","0","0","0.1","0.9","0","0.2","0.7","4.5","15","0","0","0","0","0","0"
"IBRD only","IBD","2009","0","0","0","0","0","0","0","0","0","0","27.8588431817341","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan","JOR","2002","0","0","37","21.3","29.5","44.9","3","7.2","11.3","15.3","0","0.1","1.6","9.7","0","0.9","8.3","34.8","0","0","0","0","0","0","0"
"Malaysia","MYS","2004","0","0","46.1","21.6","34.7","51.4","1.8","4.7","8.8","13.6","0","0.1","0.6","3.2","1.4","0.4","2.6","12.1","5.7","2.9","11.9","0","0","0.5","2.5"
"El Salvador","SLV","2014","0","0","41.6","21.4","32.2","48","2.2","5.8","10.2","14.7","0","0.6","3.3","11.7","0","3","12.2","34.9","31.8","0","37.9","0","0","0","28.5"
"Thailand","THA","1990","0","0","90.6","39.6","72.8","104.4","4.8","11.8","18.2","25.8","0","3.6","20.4","55.8","0","18.8","72.4","129.4","0","0","0","0","0","0","0"
"Zambia","ZMB","1991","0","0","60.5","22.1","42.9","61.9","0.2","0.9","4.3","10.8","0","34.7","45.8","59","0","54.1","69.2","84.2","0","0","0","0","0","0","0"
"Zambia","ZMB","2006","0","0","54.6","19.1","43.2","59.5","1.3","3.5","6.8","11.1","0","30.1","46.4","62.5","0","60.5","77.7","89.8","0","0","0","0","0","0","0"
"Malawi","MWI","1997","0","0","65.8","11.7","61.5","70.3","1.6","3.9","6","8.1","0","24.2","45.2","64","23.4","62.8","84.5","93.5","65.3","23.9","66.5","0","0","19.1","54.9"
"Belize","BLZ","1993","0","0","60.3","16.2","51.1","64.3","0.8","3","6.5","10","0","5","10","21.5","0","10.1","24.8","49.4","0","0","0","0","0","0","0"
"Canada","CAN","1987","0","0","31.5","23","23.8","39.3","2.8","7.6","12.9","17.1","0","0.1","0.1","0.3","0","0.2","0.2","0.7","0","0","0","0","0","0","0"
"Hungary","HUN","1987","0","0","21","22.3","19","32.4","5","11.4","15.4","18.5","0","0.1","0.1","0.1","0","0.1","0.1","0.3","0","0","0","0","0","0","0"
"Macedonia, FYR","MKD","2011","0","0","40.1","24.5","27.1","44.2","0.9","4","10.8","16.5","0","5.2","8.3","14.8","0","10.1","16","32","26.8","0","0","0","0","0","0"
"Oman","OMN","1990","0","0","0","0","0","0","0","0","0","0","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Poland","POL","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.6","0","0","0","0","0","0"
"Portugal","PRT","2003","0","0","38.7","21.4","30.2","45.8","2.3","6.2","11.2","15.3","0","0.5","0.8","1.4","0","1","1.5","3.2","0","0","0","0","0","0","0"
"Somalia","SOM","2009","0","0","0","0","0","0","0","0","0","0","73.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Timor-Leste","TLS","2007","0","0","27.8","22.3","22.9","37.5","4.1","9.5","13.5","17.2","0","12.5","35.3","59.3","13.8","47","83.1","97.6","50.4","15.5","54.7","0","0","9","38.3"
"World","WLD","2000","0","0","0","0","0","0","0","0","0","0","39.6483669266786","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yemen, Rep.","YEM","2007","0","0","0","0","0","0","0","0","0","0","76.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brazil","BRA","2013","0","0","52.8","19.4","41.7","57.4","1.1","3.4","7.6","12.3","0","1.5","3.3","7.7","0","3.8","8.2","19.5","8.9","0","0","0","0","0","0"
"China","CHN","2005","0","0","0","0","0","0","0","0","0","0","32.9","4.9","15.6","33.7","0","18.7","43.5","70.7","0","0","0","0","0","0","0"
"Egypt, Arab Rep.","EGY","1995","0","0","30.1","21.2","26","39.9","4.2","9.5","13","16.4","39.2","0.6","8.7","31.3","0","4.6","38.6","80","0","0","0","0","0","0","0"
"Fragile and conflict affected situations","FCS","2015","0","0","0","0","0","0","0","0","0","0","0","14.5","27.6","45.1","0","35.2","57","79","0","0","0","0","0","0","0"
"Senegal","SEN","2011","0","0","40.3","21.7","31","46.9","2.3","6.1","10.3","15","0","12.8","29.6","50.5","0","38","67.5","88.1","46.7","0","0","0","0","0","0"
"El Salvador","SLV","1991","0","0","54","20.1","41.4","57.6","0.6","2.6","7.4","12.3","0","10.3","17.8","31","0","20.7","36.5","60.1","0","0","0","0","0","0","0"
"Sweden","SWE","2009","0","0","27.3","23","21.4","36.2","3.2","8.6","14.3","17.8","0","0.3","0.4","0.6","0","0.5","0.7","1","0","0","0","0","0","0","0"
"Brazil","BRA","2011","0","0","52.9","19.5","41.7","57.5","1.1","3.3","7.5","12.2","0","2","4.1","9.6","0","4.7","10.3","24","11.1","0","0","4.77","17.66","0","0"
"Dominican Republic","DOM","2009","0","0","48.5","19.9","38.4","54.2","1.7","4.5","8.5","12.9","14.8","0.9","3.6","11.6","0","3.3","12.7","32.4","42.1","0","50.8","0","0","0","37.9"
"IDA total","IDA","2009","0","0","0","0","0","0","0","0","0","0","58.9955976808314","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luxembourg","LUX","2004","0","0","30.2","22.6","23.7","38.7","3.3","8.3","13.2","17.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morocco","MAR","1995","0","0","0","0","0","0","0","0","0","0","35.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malta","MLT","2012","0","0","29.4","22.5","23.4","38","3.4","8.4","13.5","17.6","0","0","0.1","0.2","0","0.2","0.2","0.5","0","0","0","0","0","0","0"
"Myanmar","MMR","2005","0","0","0","0","0","0","0","0","0","0","45.6","0","0","0","0","0","0","0","48.2","0","0","0","0","0","0"
"Mozambique","MOZ","2002","0","0","47","18.7","39.4","53.5","2.1","5.4","9.3","13","0","40.2","59.3","74.2","20.5","79.3","92","96.8","54.1","20.9","55.3","0","0","19.7","51.5"
"Malaysia","MYS","2013","0","0","41.3","21.7","31.8","47.7","2.3","5.8","10.1","14.7","0","0","0.1","0.8","0","0","0.4","4","0.6","0","0","0","0","0","0"
"Uganda","UGA","2014","0","0","0","0","0","0","0","0","0","0","53.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Albania","ALB","2008","0","0","30","22.2","24.5","39","3.7","8.9","13.1","16.8","0","0.1","1.1","9","2.3","0.4","6.5","35.8","12.4","2.6","14.6","0","0","1.9","10.1"
"Argentina","ARG","1987","0","0","45.3","21.5","34.4","50.5","1.7","4.6","9.2","14.2","0","0","0","1.9","0","0","0.9","8.3","0","0","0","0","0","0","0"
"Azerbaijan","AZE","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"Bosnia and Herzegovina","BIH","2015","-0.45","-0.79","32.7","22.8","25.1","40.5","3","7.7","12.4","16.6","0","0.1","0.2","0.9","0","0.2","0.8","3.8","16.9","0","0","9.34","18.65","0","0"
"China","CHN","1995","0","0","0","0","0","0","0","0","0","0","40.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"East Asia & Pacific","EAS","1993","0","0","0","0","0","0","0","0","0","0","0","19.5","39.6","59.9","0","54","79.7","93.2","0","0","0","0","0","0","0"
"Kazakhstan","KAZ","2006","0","0","30.3","21.9","24.9","39.5","3.7","8.9","13.1","16.6","0","0.1","1.2","8.6","3.9","0.6","6","35.4","18.2","0","24.4","0","0","0","13.6"
"Mauritania","MRT","2014","3.17","1.44","32.6","23","24.9","40.2","3","7.5","12.4","16.9","79.9","1.4","6.7","21.6","0","6","24.1","58.8","31","0","0","2.86","5.74","0","0"
"West Bank and Gaza","PSE","2009","0","0","34.5","21.9","27.4","42.6","3.2","7.7","11.9","15.9","0","0.1","0.6","4.9","0","0.3","3.1","20.9","0","0","0","0","0","0","0"
"Russian Federation","RUS","1996","0","0","46.1","21.1","35.6","51.1","1.6","4.5","9.2","14.1","0","0.6","3.4","9.8","0","3.6","11.3","26.2","0","0","0","0","0","0","0"
"Serbia","SRB","2015","-1.7","-0.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.5","0","0","4.45","11.72","0","0"
"Togo","TGO","2014","0","0","0","0","0","0","0","0","0","0","51.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Turkey","TUR","2013","0","0","40.2","21.9","30.6","46.6","2.2","5.8","10.5","15.1","0","0.1","0.6","3.2","0","0.3","2.9","11.4","2.1","0","5.1","0","0","0","0.6"
"Ukraine","UKR","2012","0","0","24.7","22.6","20.8","35","4.4","10.2","14.3","17.9","0","0","0.1","0.7","0","0","0.2","4.1","9","0","0","0","0","0","0"
"United States","USA","1997","0","0","40.8","22.4","30.5","46.3","1.8","5.3","10.5","15.5","0","0.6","0.7","0.9","0","0.7","1","1.5","0","0","0","0","0","0","0"
"Argentina","ARG","2006","0","0","46.6","22.7","33.6","50.7","1.2","3.7","8.6","14.2","0","1.3","3.1","7","0","3.3","8","17.5","0","0","0","0","0","0","26.9"
"Australia","AUS","1985","0","0","32.5","23.1","24.3","40.2","2.7","7.5","12.6","16.6","0","0.6","0.8","1.1","0","1","1.2","1.7","0","0","0","0","0","0","0"
"Australia","AUS","2008","0","0","35.4","22.5","27.4","42.7","2.8","7.2","11.6","15.9","0","0.3","0.4","0.5","0","0.5","0.5","0.7","0","0","0","0","0","0","0"
"Eritrea","ERI","1990","0","0","0","0","0","0","0","0","0","0","139.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Korea, Rep.","KOR","2012","0","0","31.6","23.2","23.8","39","2.6","7.3","13","17.5","0","0.1","0.2","0.5","0","0.2","0.5","1.2","0","0","0","0","0","0","0"
"Mexico","MEX","2010","0","0","45.3","20.5","35.8","51.3","1.9","5.1","9.4","13.7","0","1.1","4.2","13","0.5","4.2","14","37.1","46.1","0","65.9","3.88","11.41","0","47.8"
"Mauritania","MRT","1993","0","0","50.1","18","42.5","56.1","2","5.2","8.6","12.2","0","13.7","31.3","51.9","0","41.2","69.7","88.5","0","0","0","0","0","0","0"
"Nicaragua","NIC","1995","0","0","0","0","0","0","0","0","0","0","74.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peru","PER","2012","0","0","44.7","21.9","33.5","49.5","1.5","4.3","9.5","14.8","0","1.4","4.3","10.7","7.1","4.7","12.3","26.8","25.8","17.3","53","0","0","3.7","16.6"
"Slovenia","SVN","2011","0","0","24.9","22.6","20.7","34.8","3.9","9.7","14.7","18.2","0","0","0","0","0","0","0","0.2","13.5","0","0","0","0","0","0"
"Turkey","TUR","1994","0","0","41.3","21.6","32","47.6","2.3","5.8","10.1","14.9","0","0.6","3.3","12.2","0","2.6","13","35.8","0","0","0","0","0","0","0"
"Tanzania","TZA","2005","0","0","0","0","0","0","0","0","0","0","66.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States","USA","2013","0","0","41","22.7","30.1","46.4","1.7","5.1","10.3","15.4","0","0.9","1","1.2","0","1","1.2","2","0","0","0","0","0","0","0"
"World","WLD","2005","0","0","0","0","0","0","0","0","0","0","35.8594443695648","6.3","16.9","31.9","0","20.7","42.2","60.4","0","0","0","0","0","0","0"
"South Africa","ZAF","1990","0","0","0","0","0","0","0","0","0","0","92.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Armenia","ARM","2005","0","0","36","20.2","30.8","44.7","3.3","8.1","11.8","15.2","0","0.9","6.1","24.6","0","4.4","26.9","68.7","40.1","0","0","0","0","0","0"
"Brazil","BRA","1996","0","0","59.9","18.2","47.4","63.9","0.7","2.2","5.7","10","0","6.1","12.1","22.4","0","14.2","27.3","45.7","0","0","0","0","0","0","0"
"Botswana","BWA","2009","0","0","60.5","16.9","49.6","65","1.1","2.8","5.7","9.5","0","5.8","14.7","28.7","0","18.2","37.1","57.5","19.3","0","24.3","0","0","0","11"
"Czech Republic","CZE","2014","0","0","25.9","21.9","22.1","36","3.9","9.7","14.6","17.8","0","0","0","0.1","0","0","0","0.7","0","0","0","0","0","0","0"
"Europe & Central Asia","ECS","2010","0","0","0","0","0","0","0","0","0","0","0","0.7","2.3","6.1","0","2.4","7","16.4","0","0","0","0","0","0","0"
"Ecuador","ECU","2015","0","0","46","21.3","34.9","51.3","1.6","4.6","9.1","13.8","0","1.2","3.3","8.8","8.5","3.4","9.4","24.7","23.3","0","0","0","0","0","0"
"Ethiopia","ETH","2004","0","0","29.8","21.4","25.6","39.3","4.1","9.4","13","16.9","0","8.4","29.1","54.4","8.3","36.4","78","95.5","38.7","8.5","39.3","0","0","7.7","35.1"
"France","FRA","2009","0","0","32.7","22.1","26.1","40.7","3.1","7.7","12.7","16.7","0","0","0","0.1","0","0","0.2","0.2","0","0","0","0","0","0","0"
"Guatemala","GTM","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53.7","0","0","0","0","0","0"
"Kyrgyz Republic","KGZ","1998","0","0","46.4","21.5","35.3","51.1","1.5","4.3","8.9","14.2","0","11.6","24.2","42.3","0","30.6","53.1","78.1","0","0","0","0","0","0","0"
"Lower middle income","LMC","2010","0","0","0","0","0","0","0","0","0","0","0","5.9","20.2","41.5","0","23.1","56.3","81.4","0","0","0","0","0","0","0"
"Lower middle income","LMC","2013","0","0","0","0","0","0","0","0","0","0","0","4.1","16","36.6","0","16.7","48.4","77","0","0","0","0","0","0","0"
"Morocco","MAR","2007","0","0","0","0","0","0","0","0","0","0","13.1","0","0","0","1.9","0","0","0","8.9","3.3","14.4","0","0","0.8","4.8"
"Mexico","MEX","1996","0","0","48.2","20.2","37.8","53.7","1.6","4.4","8.6","13.1","0","3.4","9.9","23.4","0","11.2","28.5","54.1","0","0","0","0","0","0","0"
"Syrian Arab Republic","SYR","2007","0","0","0","0","0","0","0","0","0","0","22.5","0","0","0","7.4","0","0","0","35.2","8.3","36.9","0","0","6.7","30.8"
"Uruguay","URY","2002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.5","35.2"
"Venezuela, RB","VEN","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.5","0","0","0","0","0","0"
"Belgium","BEL","2009","0","0","28.5","22.7","22.7","37.2","3.2","8.5","13.9","17.7","0","0","0.1","0.1","0","0","0.2","0.2","0","0","0","0","0","0","0"
"Costa Rica","CRI","1991","0","0","46.6","22.1","34.3","50.9","1","3.6","9.1","14.4","0","5.7","10.5","20.4","0","11.7","23.3","44.5","0","0","0","0","0","0","0"
"Ecuador","ECU","2007","0","0","53.3","19.4","42","58","1.1","3.5","7.4","11.7","0","3.1","7.3","16.9","15.3","8.5","19.2","40.4","36.7","29.1","61.3","0","0","8.4","24.3"
"Guinea","GIN","1991","0","0","46.8","23.9","31.7","50.2","0.9","3","8.3","14.6","0","61.9","75.7","100","0","91.6","98.5","100","0","0","0","0","0","0","0"
"IDA blend","IDB","2007","0","0","0","0","0","0","0","0","0","0","54.1078110772925","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Latin America & Caribbean","LCN","1995","0","0","0","0","0","0","0","0","0","0","32.8605370693259","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sri Lanka","LKA","2016","4.8","5.28","39.8","20.3","32.9","47.6","2.9","7","10.7","14.5","0","0.1","1.8","11.1","0","0.7","9.5","39","4.1","0","0","3.98","8.99","0","0"
"Pakistan","PAK","2014","0","0","0","0","0","0","0","0","0","0","45.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Panama","PAN","2009","0","0","51.9","20.1","40.2","56.5","1.2","3.5","7.6","12.3","0","0.9","3","8.6","0","3.2","9.5","23","33.4","0","0","0","0","0","0"
"Belgium","BEL","2003","0","0","28.1","22.7","22.2","37","3.3","8.6","13.9","17.9","0","0.2","0.3","0.4","0","0.2","0.5","0.7","0","0","0","0","0","0","0"
"Cabo Verde","CPV","2007","0","0","47.2","20","37.1","53.3","2","5","8.7","13","0","1.8","8","21.5","8.1","8.1","26.5","53.1","46","14.3","44.3","0","0","3.3","13.2"
"Fragile and conflict affected situations","FCS","2008","0","0","0","0","0","0","0","0","0","0","0","18.3","31.8","49.1","0","40","61.4","82.1","0","0","0","0","0","0","0"
"Guatemala","GTM","1995","0","0","0","0","0","0","0","0","0","0","53.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iraq","IRQ","1990","0","0","0","0","0","0","0","0","0","0","33.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Low income","LIC","2011","0","0","0","0","0","0","0","0","0","0","0","18.7","35.9","55.5","0","46.6","72.6","89.3","0","0","0","0","0","0","0"
"Mali","MLI","1994","0","0","50.4","19.3","40.4","56.2","1.7","4.6","8","11.9","0","52.1","67.6","79.5","0","85.1","93.4","97.7","0","0","0","0","0","0","0"
"Ukraine","UKR","1993","0","0","28.9","22.7","23.2","37.8","3.6","8.8","13.3","17.3","0","0.3","2","11.8","0","1.3","9.6","42.6","0","0","0","0","0","0","0"
"Bulgaria","BGR","2013","0","0","36.6","22.6","27.5","42.8","1.8","5.7","12.2","16.7","0","0.7","1.8","4.3","0","1.7","4.7","11.2","21.8","0","0","0","0","0","0"
"Brazil","BRA","2006","0","0","55.6","18.8","44.1","60.1","1","3","6.7","11.2","0","2.7","6.4","14.5","0","7.2","17.1","34.2","17.3","0","0","0","0","0","0"
"Cote d'Ivoire","CIV","2009","0","0","0","0","0","0","0","0","0","0","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Georgia","GEO","2015","0","0","36.4","22.6","27.8","43.4","2.6","6.8","11.4","15.9","0","1","4.6","16.1","0","4","16.7","46.7","21.6","0","0","0","0","0","0"
"Guinea","GIN","2002","0","0","43","20.9","34","49.4","2.3","5.8","9.8","14.1","0","26.6","46.4","65","17.2","62.2","84.2","94.9","55.4","21.9","59.9","0","0","6.1","23.5"
"Liberia","LBR","2009","0","0","0","0","0","0","0","0","0","0","68.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Middle East & North Africa","MEA","2013","0","0","0","0","0","0","0","0","0","0","0","0.5","3.4","14.1","0","2.6","14.4","42.3","0","0","0","0","0","0","0"
"Mexico","MEX","2014","0.51","0.74","45.8","19.6","37.2","52.2","2","5.4","9.4","13.4","11.1","1","4.1","13.8","0.4","4.1","14.2","40.5","46.2","0","62.4","3.96","11.75","0","50.5"
"Montenegro","MNE","2007","0","0","31.4","23.1","24.5","39.3","3.2","8","12.5","17","0","0","0.2","1.2","1.4","0.4","0.6","5.8","8","1.8","12","0","0","1.2","5.5"
"Nicaragua","NIC","2000","0","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Philippines","PHL","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.6","0","0","0","24.9","0","0","0","0","0","0"
"Romania","ROU","2010","0","0","35.5","24.2","25","41.1","1.9","5.8","11.8","17.1","0","1.6","4.3","10.6","0","4.5","11.9","28","22.3","0","0","4.25","9.71","0","0"
"Serbia","SRB","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.4","0","0","0","0","0","0"
"Argentina","ARG","1994","0","0","45.9","21.6","34.4","51","1.5","4.4","9","14","0","1.5","2.3","5.7","0","2.3","5.5","15.7","0","0","0","0","0","0","0"
"Chile","CHL","1998","0","0","55.5","18","45","60.7","1.3","3.5","6.9","10.9","0","1.3","3.6","10.6","0","3.5","11.4","29.1","21.6","0","27.5","0","0","0","20.7"
"Ecuador","ECU","2016","2.95","1.92","45","21.4","34.3","50.5","1.6","4.7","9.4","14.1","0","1.2","3.3","8.7","0","3.6","9.4","23.9","22.9","0","0","4.74","13.49","0","0"
"High income","HIC","2002","0","0","0","0","0","0","0","0","0","0","0","0.6","0.9","1.7","0","1","1.8","3.9","0","0","0","0","0","0","0"
"Latvia","LVA","2006","0","0","35.6","22.8","26.8","42.6","2.4","6.8","11.7","16","0","0.8","1.3","2.8","0","1.5","2.7","7.7","21.2","0","0","0","0","0","0"
"Paraguay","PRY","2002","0","0","57.3","18.3","46.2","61.1","1","2.9","6.6","11.1","0","5","11","22.2","0","13.2","27","47.4","57.7","0","0","0","0","0","0"
"El Salvador","SLV","2005","0","0","48.5","21","36.8","53.2","1.2","3.8","8.6","13.3","28.9","4","9.1","19.5","0","10.4","22.8","45.1","0","0","42.4","0","0","0","30.9"
"Sub-Saharan Africa","SSF","2007","0","0","0","0","0","0","0","0","0","0","58.5651519738453","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sweden","SWE","2010","0","0","27.7","22.8","21.8","36.6","3.2","8.6","14.2","17.8","0","0.4","0.5","0.7","0","0.5","0.7","1.2","0","0","0","26.97","47.84","0","0"
"Togo","TGO","2005","0","0","0","0","0","0","0","0","0","0","62.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thailand","THA","1994","0","0","43.5","20.4","34.9","50.4","2.5","6.1","9.6","13.5","0","0.5","4.5","17.9","0","3.2","19.5","50.9","0","0","0","0","0","0","0"
