"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ecuador","ECU","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59201882627861","4.6050336108404","8.76955830254005","3.57674835776262","2.93320601523102","5.27775127786919","5.63721539116844","7.68854415658357","9.19215367600652","8.05377239305593","5.28931490090833","5.52795282483139","",
"Ecuador","ECU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82118802","54807593","146605389","59881533","55266062","78998915","81594903","103054633","111063506","94376522","68401030","68045527","",
"Ecuador","ECU","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.70637","18.81572","29.8712","59.10345","68.55641","77.20072","83.49435","78.56133","89.95827","","","","","","",
"Ecuador","ECU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.99431","77.98216","83.12532","","","39.79971","41.84589","48.2435","","","70.05997","64.63095","102.6071","117.68404","140.58063","179.50769","281.16658","350.66109","399.48996","","","","","","",
"Ecuador","ECU","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","2404","2438","","","","","2888","1862","3452","1749","5962","4311","4703","6573","14199","11420","10584","9688","10998","10054","10037","10093","10028","10433","12108","13817","13421","12605","15524","14517","16195","","","20110","25389","17523","15890","14551","17969","19350","",
"Ecuador","ECU","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","839","691","","","","","1328","904","1213","589","2399","1919","2227","2913","6482","5763","4710","3975","4619","3798","4145","4938","5150","5857","7339","11593","11034","6078","7652","7925","8750","","","11739","15006","10247","9254","8262","11435","12270","",
"Ecuador","ECU","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","1565","1747","","","","","1560","958","2239","1160","3563","2392","2476","3660","7717","5657","5874","5713","6379","6256","5892","5155","4878","4576","4769","2224","2387","6527","7872","6592","7445","","","8371","10383","7276","6636","6289","6534","7080","",
"Ecuador","ECU","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","35","14","22","24","24","","27","21","24","26","","13","23","21","4","8","7","8","","15","10","7","13","7","14","11","8","4","2","6","4","","","7","24","20","45","16","34","29","",
"Ecuador","ECU","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","152","180","122","112","96","","104","78","97","94","","75","84","100","335","270","354","302","","475","541","256","101","415","489","580","751","794","847","668","690","","","475","358","475","329","401","371","408","",
"Ecuador","ECU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.95","61.41","92.3","96.31","93.57","131.86","126.89","142.56","151.14","181.71","192.82","170.21","248.53","265.36","409.13","668.72","1162.24","1604.01","2142.19","","",
"Ecuador","ECU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07406","0.06263","0.06517","","","0.0515","0.05534","0.05735","","","0.12863","0.13194","0.22779","0.39463","0.40297","0.33991","0.33236","0.3799","0.44266","","","","","","",
"Ecuador","ECU","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5674384.6","26726613.74","2235390","2380322","3820186",
"Ecuador","ECU","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","4300000","11800000","12200000","13000000","22000000","28000000","20000000","25000000","30000000","42000000","45000000","45000000","35000000","36000000","37000000","38000000","38000000","45000000","50000000","53000000","68000000","64000000","68000000","70000000","62000000","52000000","43857142.8571428","43073979.5918367","43455357.1428571","42857302.2959183","44243378.5076531","45289183.0357143","46993142.5669643","47457318.4004464","54051146.243756","65761531.2712795","90468876.1398807","125980953.679648","110557408.008076","72456488.6285861","63080134.4209091","91245028.7427004","180748000","138706508","132205569",
"Egypt, Arab Rep.","EGY","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04475504427418","0.837069313855509","0.95301989014809","0.991983719399482","0.616318565889833","0.534837650493238","1.25266600476895","0.79436278473529","0.504375413470107","0.565232570346879","0.865008478827464","2.34047851730374","",
"Egypt, Arab Rep.","EGY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98833693","84124958","104581857","133427057","78780353","72676207","168393197","89647033","56095793","73845751","125216606","323853847","350304530",
"Egypt, Arab Rep.","EGY","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174.48075","208.85006","243.66857","250.81791","259.76806","267.15345","272.8024","351.62174","343.94633","336.64648","371.19492","369.55568","","",
"Egypt, Arab Rep.","EGY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630.98119","438.60396","433.32825","492.40565","491.76349","517.14349","539.02144","675.24227","672.94068","689.24608","677.10022","686.71743","","",
"Egypt, Arab Rep.","EGY","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","1546","1655","1773","1502","1722","","","","","","","","","","","","","","","","11370","11450","10443","9269","9716","12573","16283","18815","16808","17206","21860","17710","18048","17429","19260","20151","20858","21947","24543","26113","",
"Egypt, Arab Rep.","EGY","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","550","617","624","600","581","","","","","","","","","","","","","","","","5007","5397","5814","4580","4340","6367","9327","10666","10151","10273","14079","10124","10773","9940","11390","12327","12856","14645","16227","17887","",
"Egypt, Arab Rep.","EGY","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","996","1038","1149","902","1141","","","","","","","","","","","","","","","","6363","6053","4629","4689","5376","6206","6956","8149","6657","6933","7781","7586","7275","7489","7870","7824","8002","7302","8316","8226","",
"Egypt, Arab Rep.","EGY","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","76","59","53","88","128","168","142","170","190","186","278","308","301","328","308","408","504","","494","536","534","464","627","493","382","428","","516","481","490","605","618","683","641","752","718","920","1025","997","1027","",
"Egypt, Arab Rep.","EGY","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","731","738","713","727","704","671","667","596","474","462","511","479","517","503","528","693","706","","1139","1146","1081","923","788","626","312","1008","","1589","1649","1452","1625","1591","1528","1416","1384","1337","1258","1254","1258","1156","",
"Egypt, Arab Rep.","EGY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2704.79","2982.45","3060.03","3414.29","3601.33","3622.85","4004.55","4547.63","4961.3","6131.85","6608.36","7332.48","8345.18","8615.9","9171.76","9820.47","11109.22","11392.95","13326.67","","",
"Egypt, Arab Rep.","EGY","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2126","0.19756","0.1991","0.18651","0.19247","","","","0.26994","0.24141","0.25903","0.2551","0.27024","0.43312","0.43345","0.53154","0.50899","0.63895","0.63649","0.71858","0.70848","0.67941","0.72388","","",
"Egypt, Arab Rep.","EGY","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40000000","47000000","55000000","54000000","56000000","46500000","59000000","46300000","37600000","120800000","100000000","136000000","138000000","122000000","0","0","0","0","0","0","","","","","0","1100000","0",
"Egypt, Arab Rep.","EGY","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","508000000","97000000","40000000","364900000","392000000","328900000","401000000","360900000","171100000","165000000","108100000","182000000","159200000","240600000","321600000","284500000","226000000","231600000","344700000","327500000","241500000","213800000","187700000","254500000","298000000","294000000","297000000",
"Euro area","EMU","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7777892246744","15.5047659154957","17.0412313785472","17.46261770285","16.7173654319594","16.5612187832537","17.3067951103725","16.6727154278539","17.381223674549","17.8001746150904","16.2264031423754","41.8587660254571","16.4691029717382","",
"Euro area","EMU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","487933533164","518972610635","447674715545","483588139831","538863112945","531155050240","551241063667","571149532076","518169462951","539808906786","533886253344","571494574854","580733603865","527657261838",
"Euro area","EMU","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","914.627832613665","","","","","","","","1185.64495964806","1188.48158474717","1290.65904268346","1337.86456707436","1344.17022889006","1398.75661813121","1398.49219127141","1525.39288000298","","1573.36125999837","","1643.50584472709","","1698.03729958319","","","",
"Euro area","EMU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2140.52164298298","2103.51302377106","2186.17585226266","2241.71219709736","2388.18634808187","2411.36794967337","2501.7341342508","2502.4679092576","2731.131326767","2761.75227702695","2881.46392447954","2995.12151146406","3173.99975680141","3250.44532302374","3359.60498023694","3397.92185207735","3531.19273901716","3566.01240672439","3594.4067786049","3760.563029714","3843.9223613709","4018.12583372262","4180.26834787536","","",
"Euro area","EMU","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","148213","134273","136518","130553","143637","210809","224544","272158","315633","337978","340132","316584","311896","355132","357452","384503","342256","360446","410317","437793","501398","420968","383669","380660","374484","382903","374347","391862","371853","330551","348760","341317","323339","326532","337774","342287","343822","351384","359720","359419","",
"Euro area","EMU","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","99124","86936","88509","81244","90560","115311","124511","155245","170948","184833","","","","","179344","192139","187843","206995","247088","273122","310513","250762","230528","216961","227817","247623","249567","267566","255696","272267","290670","286453","269674","274254","284898","257561","292390","297685","303027","305556","",
"Euro area","EMU","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","33554","31112","32227","32152","34273","70754","72782","85672","105206","113454","","","","","144036","154846","120739","118897","127394","124137","141612","124957","110396","106619","102457","91870","80618","78334","73285","56377","58090","54864","48073","45712","46095","38188","44743","46623","49460","46543","",
"Euro area","EMU","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","56158","50907","51540","52916","53993","57119","54751","55031","56498","53887","53313","54622","63388","65463","67311","60518","72923","68601","70888","81086","84990","74221","72079","72280","73805","73934","73834","83487","85116","83981","83908","83298","81814","82188","82893","73252","82958","81474","79781","79395","",
"Euro area","EMU","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","80033","60447","55947","62563","47596","51977","40688","31708","38014","30901","28634","24455","19546","18444","17127","17144","19528","19554","18754","18793","20349","18821","18330","17872","16442","16736","17977","17978","17210","15506","15999","16753","18967","20301","21882","22740","23891","24716","25673","25425","",
"Euro area","EMU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","238855.81","246386","254819.97","263567.94","280005.46","309700.27","323971.14","341994.77","357571.17","373509.14","381371.14","397398.39","413718.92","421374.26","430422.04","424742.42","425952.81","425460.43","414171.55","","",
"Euro area","EMU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Euro area","EMU","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","64640883.9311163","58839778.9629392","82872928.1168157","101323756.832302","266822261.320273","319879273.722224","374185021.801424","443706963.661641","735486500.045779","760525174.37703","912371479.946527","1149307382.76025","1451726759.16774","1659103708.95075","1545639631.76808","1389689367.19938","1631775973.88911","1412638360.41776","1543692823.37762","2200265559.45592","2940377769.17174","3409300243.73352","3508703552.46824","5564626204.66524","5122453445.65725","5637580422.76481","5819989981.79557","6512116926.31571","7680163935.26659","7905036311.96025","7838357805.16451","8852472107.72283","11139356407.6918","11096104800.8283","11407903648.0562","14308027930.069","16387068076.8753","34996569782.9732","40770471565.7021","41674339998.9324","53412947220.1024","62184166177.2347","58596824368.149","60813938006.5604","70322555576.9838","68802414665.5336","80980058875.5494","97949725136.5912","99164419365.5799","96251397131.3535","109744269163.359","127121678368.662","126347440843.105","112511426287.042",
"Euro area","EMU","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","65193370.1185617","73480662.9302433","101933701.583683","124793370.072774","550996115.716453","660245054.43003","835303161.839281","928112997.454369","1870636579.36913","2005962869.30292","2164800870.95805","2572742777.19595","3410567582.83143","3879201514.66084","3420167263.13501","3304185808.41114","3366808553.20475","3290016348.57182","3649408493.07965","4953265389.52919","6367165502.26283","7642452086.67793","7939142983.39987","10616384215.9235","10945348982.1547","11428030679.3101","11257353288.1726","11669051703.8417","13796195699.1649","13701869367.324","13747703376.0963","14571900422.794","16192688234.2061","15280876060.7513","15026665229.388","16117711782.6116","19481104129.927","42496903179.2845","68104548878.9778","73694918593.5303","84858498012.8702","107601509454.402","99842301926.7593","102622213933.909","111129769719.776","104634890150.846","120023662886.533","151785475099.528","189484697309.848","161668153414.897","172154431684.068","188021394542.618","194893836267.879","97065614780.0111",
"Eritrea","ERI","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.58","6.68","12.33","14.3","11.69","11.76","19.12","16.55","9.5","5.96","10.47","12.93","6.25","10.52","7.45","10.67","8.7","13.65","21.37","","",
"Eritrea","ERI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398855.043489875","8761.20996815425","94115.1202749141","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2807.01754385965","203086.989088646","281121.134020619","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.49001948729276","5.58622163870943","6.39568189700822","","","7.22553752456951","","6.91487603339177","6.88879466193587","7.80460656480201","7.00258169323641","6.77658670525221","6.86093230207981","7.77126610492468",
"Spain","ESP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10508338270","11256202821","10391252620","11508341613","13572391465","13770856860","14486333371","14672762790","13112214605","15605962203","14936653565","15506803958","15069892196","15731961265",
"Spain","ESP","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433.01054","447.72996","482.91658","583.19884","627.61921","688.78012","724.63027","851.66246","874.44348","906.50375","1002.53831","1108.12071","1124.66762","1242.57343","1293.31531","1243.61145","1232.99904","1210.76203","1163.05227","1189.6445","1189.22255","1264.92042","","","",
"Spain","ESP","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1293.76965","1345.88749","1499.17068","1521.90846","1878.01989","1938.08593","1987.56262","2172.07522","2331.98475","2492.55988","2588.91382","2699.24266","2843.27503","2872.33062","2869.16871","2765.99771","2693.77956","2625.68144","2613.09979","2623.35435","2715.46526","2855.74562","3000.8872","","",
"Spain","ESP","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","33730","30945","31839","20711","24891","44731","50708","60053","76276","88115","80992","78012","72226","70022","70873","77139","71827","78265","80909","85324","98981","88695","78362","62632","63292","63371","64902","63717","55111","46309","46874","47337","47051","49692","52764","53118","54740","55078","55374","53701","",
"Spain","ESP","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","29932","27558","28099","17450","21347","34655","39559","47344","59085","68054","60955","59466","54077","52224","52513","57210","56322","63245","65893","70835","82309","73937","66473","51757","52723","54271","55559","55909","47851","40828","41767","42755","42737","45530","48585","49433","50574","50651","50834","49116","",
"Spain","ESP","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","3798","3387","3740","3261","3544","10076","11149","12709","17191","20061","20037","18546","18149","17798","18360","19929","15505","15020","15016","14489","16672","14758","11889","10875","10569","9100","9343","7808","7260","5481","5107","4582","4314","4162","4179","3685","4166","4427","4540","4585","",
"Spain","ESP","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","1876","1718","1646","1498","1784","2149","1649","1720","1816","2087","2218","2156","2076","2165","2136","2047","2274","2237","2271","2439","2710","2528","2763","2813","2871","3040","3111","3267","3632","3596","3566","3430","3266","3026","2953","2799","2745","2167","1525","1288","",
"Spain","ESP","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","9001","8509","8555","8352","8916","9149","8581","2590","2209","2318","1079","746","561","563","537","553","524","496","476","506","484","467","371","367","313","313","316","265","252","207","213","196","209","218","225","221","177","176","149","159","",
"Spain","ESP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24974.54","26436.54","28163.47","29296.77","31810.04","35877.12","39379.36","42297.4","44191.24","47338.3","48988.91","52255.99","54627.9","54909.58","56559.76","55147.04","55514.33","55432.15","54536.59","","",
"Spain","ESP","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.78949","0.77964","0.85102","0.84052","0.88495","0.89019","0.96005","1.02219","1.03849","1.09577","1.17217","1.23448","1.31706","1.35134","1.34961","1.32508","1.28788","1.26859","1.23535","1.21832","1.18526","1.2058","1.237","","",
"Spain","ESP","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","15730006.1980739","16382503.05087","21247459.5963299","23502018.1257986","25424944.3202922","36187135.2571286","31495595.8432404","36293329.4942151","32290544.6691608","29962194.8346117","25898159.7409855","32219749.2770783","29217433.5788682","39515859.8948688","52435028.3024118","90117193.0127265","84285827.8380254","101499241.987913","150374141.989184","220171988.256317","196073167.445017","214088034.021947","211801152.17643","241764812.378891","","","","","","","","","","","","","","","1173589612.92665","1436944061.33098","1613627620.21978","1919938921.59533","2373442084.84579","2527128831.19964","3418268057.98161","2949863120.8288",
"Spain","ESP","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","167699487.684914","159013888.758669","129207940.249651","134315808.668332","198207388.822664","169967223.181668","135228573.821914","149580577.353065","164889183.194706","184666817.190297","229216223.487818","306564953.101078","379394143.27189","647124946.483526","702369537.339643","1021669985.26452","1020687942.59006","1070002296.62247","982797210.562038","1061345631.82681","1266225753.15064","1447370353.35883","1643510670.85885","1878319067.35468","","","","","","","","","","","","","","","4514279640.20003","4474717117.51778","4520612370.80114","4987966184.8307","5065245408.98262","6644636046.1447","6838705334.55087","5063616547.78927",
"Estonia","EST","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8510887094574","10.8108111758108","10.3610998176962","15.7345930958516","22.2268268426209","20.5677505926159","20.6758796675053","23.6519317777719","22.7131648786467","21.8927250187592","17.9392123846617","","","",
"Estonia","EST","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","894803112","976615336","671662055","1253040823","2547547548","2356422334","2546304376","2708974360","2053273080","2106427460","1844023020","1909128745","1735679562","2152728457",
"Estonia","EST","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","538.98428","534.26833","378.8117","339.14624","378.95991","417.36197","479.6251","418.25017","575.08617","598.82645","617.87679","625.68528","680.8793","662.04266","708.90951","802.08512","676.14947","675.11832","710.21109","654.84807","","","",
"Estonia","EST","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2117.53981","2138.49802","1905.49434","1926.3794","2212.28698","2197.52365","2470.7293","2457.12751","2603.45067","2744.93118","2969.24123","3228.71566","3060.57874","3397.58185","3462.92471","3341.01051","3284.26311","3183.24369","3295.07562","3542.54618","3755.32912","","",
"Estonia","EST","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1365","11932","2733","2830","2659","3101","3133","4549","5903","5780","5609","6365","5616","4462","4366","4656","4145","2840","2950","2780","2531","2728","2562","2365","2152","2381","2705","2516","",
"Estonia","EST","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","384","1521","543","589","513","666","637","707","884","901","1017","1058","1241","1266","1284","1538","1426","1043","1067","888","857","995","1116","1092","975","1060","1377","1176","",
"Estonia","EST","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","981","10411","2190","2241","2146","2435","2496","3842","5019","4879","4592","5307","4375","3196","3082","3118","2719","1797","1883","1892","1674","1733","1446","1273","1177","1321","1328","1340","",
"Estonia","EST","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","16","12","15","20","13","13","18","19","18","27","23","36","44","62","76","84","62","20","25","44","30","29","37","24","31","",
"Estonia","EST","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","452","63","198","360","443","604","791","699","700","584","97","15","9","19","10","20","13","15","5","17","6","6","1","4","6","1","",
"Estonia","EST","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","459.56","520.4","506.01","566.38","633.93","712.32","872.88","1065.71","1133.18","1149.79","1400.31","1406.07","1501.17","1463.31","1690.56","1578.23","1555.17","1559","1414.72","","",
"Estonia","EST","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57074","0.68063","0.60009","0.69946","0.71649","0.76777","0.85193","0.92364","1.11666","1.06884","1.25952","1.39541","1.58162","2.30655","2.12265","1.72216","1.42931","1.46604","1.2468","1.28867","1.42515","","",
"Estonia","EST","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","860853.291990289","942781.900884106","1349056.72419043","967263.972300308","1157940.36780961","1735788.98872968","1557828.55621344","2124895.16746361","4915363.96122265","","","","","","26859382.8509897","24466201.9528966","20323470.1587301","22438019.7551407","19307726.9950373","10079195.9305823","12772797.4421346","11896638.9338107","11485129.1031048","20217819.2640978","16138594.7517491","19406590.9292749","20478911.0215695",
"Estonia","EST","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","777511.616061205","1092875.39465042","2909349.7501164","4559578.55234669","6954200.26061668","5626623.12094576","7909800.99617437","11232525.4389899","14113255.1511372","","","","","","49797157.7946298","45861418.9740905","60041345.4112554","74447963.3833874","61274606.2872209","49014653.7914748","61551392.4353935","43591116.4630309","51669819.0315089","62014803.5167386","66881559.9617492","63213681.8831711","53075649.828684",
"Ethiopia","ETH","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.06879226701904","5.43459776976932","4.90981718333464","2.23975330750211","3.44887816659595","1.85146545286249","9.1297988409273","6.19438604557726","6.82501514092337","5.83079825995047","13.6451497439934","","",
